      3034.66     0.575238
      3088.24     0.580952
      3135.50     0.561905
      3192.23     0.561905
      3220.59     0.573333
      3252.10     0.554286
      3293.07     0.563810
      3349.79     0.579048
      3406.51     0.563810
      3434.87     0.571429
      3441.18     0.586667
      3463.24     0.567619
      3501.05     0.560000
      3545.17     0.560000
      3582.98     0.601905
      3595.59     0.567619
      3655.46     0.563810
      3718.49     0.569524
      3737.40     0.603810
      3775.21     0.571429
      3806.72     0.577143
      3835.08     0.641905
      3850.84     0.586667
      3910.71     0.575238
      3932.77     0.657143
      3980.04     0.571429
      4033.61     0.552381
      4134.45     0.577143
      4266.81     0.594286
      4314.08     0.622857
      4329.83     0.579048
      4370.80     0.565714
      4389.71     0.590476
      4411.76     0.520000
      4440.13     0.573333
      4465.34     0.592381
      4563.03     0.569524
      4603.99     0.533333
      4638.66     0.580952
      4685.92     0.582857
      4742.65     0.586667
      4789.92     0.542857
      4830.88     0.481905
      4852.94     0.447619
      4868.70     0.392381
      4897.06     0.573333
      4922.27     0.588571
      4953.78     0.579048
      4975.84     0.579048
      5023.11     0.563810
      5057.77     0.523810
      5089.29     0.483810
      5108.19     0.453333
      5130.25     0.518095
      5146.01     0.565714
      5171.22     0.580952
      5196.43     0.548571
      5221.64     0.516191
      5272.06     0.554286
      5306.72     0.542857
      5398.11     0.320000
      5439.08     0.241905
      5457.98     0.300952
      5486.34     0.468571
      5502.10     0.539048
      5530.46     0.544762
      5565.13     0.512381
      5606.09     0.518095
      5643.91     0.514286
      5662.81     0.474286
      5732.14     0.360000
      5760.50     0.308571
      5795.17     0.316190
      5820.38     0.420952
      5851.89     0.495238
      5880.25     0.504762
      5918.07     0.449524
      5949.58     0.352381
      5974.79     0.316190
      6000.00     0.339048
      6016.75     0.373290
      6025.13     0.414332
      6033.51     0.424104
      6058.64     0.386971
      6087.96     0.295114
      6113.09     0.242345
      6142.41     0.156352
      6167.54     0.138762
      6196.86     0.113355
      6221.99     0.132899
      6255.50     0.207166
      6276.44     0.328339
      6297.38     0.383062
      6326.70     0.412378
      6364.40     0.392834
      6402.09     0.332248
      6427.23     0.306840
      6448.17     0.320521
      6477.49     0.314658
      6511.00     0.269707
      6557.07     0.214984
      6619.90     0.179805
      6665.97     0.142671
      6707.85     0.171987
      6741.36     0.250163
      6774.87     0.332248
      6795.81     0.302932
      6816.75     0.238436
      6829.32     0.193485
      6867.02     0.226710
      6896.33     0.263844
      6913.09     0.263844
      6950.79     0.222801
      6975.92     0.154397
      7005.24     0.111401
      7034.56    0.0977199
      7118.32     0.164169
      7139.27     0.162215
      7172.77    0.0762215
      7269.11    0.0371336
      7361.26    0.0684039
      7403.14     0.107492
      7449.21     0.214984
      7545.55     0.224756
      7629.32     0.111401
      7687.96    0.0996743
      7738.22    0.0879479
      7805.24    0.0508143
      7872.25    0.0527687
      7922.51    0.0527687
      7964.40    0.0312704
      8031.41    0.0449511
      8090.05    0.0547231
      8152.88    0.0820847
      8194.76     0.121173
      8232.46     0.144625
      8261.78     0.127036
      8320.42     0.189577
      8341.36     0.130945
      8379.06    0.0371336
      8467.02    0.0429967
      8500.52    0.0527687
      8571.73    0.0254072
      8655.50    0.0136808
      8747.64    0.0273616
      8802.09    0.0195440
      8864.92   0.00195440
      9007.33   0.00586319
      9078.53    0.0175896
      9112.04    0.0254072
      9132.98    0.0195440
      9220.94    0.0390879
      9292.15    0.0840391
      9342.41     0.138762
      9354.97     0.162215
      9388.48     0.177850
      9417.80     0.125081
      9484.82    0.0469055
      9551.83    0.0351792
      9606.28    0.0234528
      9643.98   0.00781759
      9727.75   0.00390879
      9840.84   0.00586319
      9958.12   0.00195440
